onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index
5.500	0.267	0.000	5	ONEPULSE-5	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	14
6.735	0.033	0.000	2	ONEPULSE-2	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	4
8.244	0.133	0.533	12	TWOPULSE-6	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	34
9.836	0.133	0.267	11	TWOPULSE-5	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	32
11.132	0.133	0.033	8	TWOPULSE-2	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	22
12.486	0.133	0.133	10	TWOPULSE-4	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	29
13.966	0.533	0.000	6	ONEPULSE-6	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	16
15.267	0.133	0.000	4	ONEPULSE-4	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	10
16.964	0.133	0.067	9	TWOPULSE-3	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	26
18.283	0.133	0.033	8	TWOPULSE-2	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	23
19.686	0.033	0.000	2	ONEPULSE-2	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	5
20.937	0.067	0.000	3	ONEPULSE-3	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	8
22.488	0.133	0.133	10	TWOPULSE-4	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	30
23.890	0.133	0.000	4	ONEPULSE-4	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	12
25.570	0.533	0.000	6	ONEPULSE-6	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	18
26.828	0.133	0.033	8	TWOPULSE-2	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	24
28.431	0.067	0.000	3	ONEPULSE-3	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	7
30.082	0.017	0.000	1	ONEPULSE-1	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	1
31.427	0.267	0.000	5	ONEPULSE-5	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	13
32.861	0.067	0.000	3	ONEPULSE-3	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	9
34.562	0.133	0.133	10	TWOPULSE-4	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	28
36.195	0.133	0.067	9	TWOPULSE-3	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	25
37.522	0.267	0.000	5	ONEPULSE-5	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	15
38.956	0.133	0.067	9	TWOPULSE-3	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	27
40.357	0.133	0.533	12	TWOPULSE-6	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	35
41.884	0.133	0.533	12	TWOPULSE-6	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	36
43.102	0.133	0.267	11	TWOPULSE-5	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	33
44.559	0.133	0.017	7	TWOPULSE-1	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	19
46.142	0.133	0.017	7	TWOPULSE-1	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	20
47.446	0.017	0.000	1	ONEPULSE-1	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	2
49.005	0.133	0.000	4	ONEPULSE-4	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	11
50.504	0.017	0.000	1	ONEPULSE-1	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	3
52.143	0.133	0.017	7	TWOPULSE-1	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	21
53.794	0.133	0.267	11	TWOPULSE-5	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	31
55.145	0.533	0.000	6	ONEPULSE-6	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	17
56.642	0.033	0.000	2	ONEPULSE-2	sub-beilen_ses-umcuecog_task-temporalpattern_acq-clinical_run-2_events.mat	6
